open_price,close_price,high_price,low_price,volume,verdict
389.61,390.35,392.9,387.0,1099066,Buy
111.97,112.88,111.7,112.8,3500400,Buy
193.2,190.46,188.4,197.8,2608758,Buy
157.94,153.5,151.6,162.4,3140292,Sell
123.95,122.64,122.0,125.1,1449701,Buy
189.36,186.6,184.1,194.3,1306940,Buy
353.73,358.04,356.8,355.1,1971241,Buy
109.76,111.37,110.1,110.3,3249241,Buy
109.27,111.07,109.8,109.7,3364522,Buy
213.29,212.63,209.8,218.3,1077463,Buy
371.68,373.98,374.2,371.6,1051198,Sell
273.02,271.47,268.3,278.4,1051191,Sell
392.27,392.16,395.2,389.3,1156885,Sell
171.39,168.78,167.2,175.2,2239332,Buy
112.25,112.89,111.7,113.1,1109347,Sell
114.52,114.87,113.8,115.5,3252025,Buy
375.06,377.69,378.5,374.4,1162950,Buy
340.37,344.55,342.1,343.3,1051711,Sell
321.94,327.48,323.2,326.7,1312320,Buy
386.29,387.97,389.7,384.6,1801966,Buy
291.5,296.24,293.8,294.6,1051125,Buy
242.77,240.89,236.8,249.6,1373825,Sell
363.96,368.26,367.9,364.3,1730101,Buy
359.68,363.45,362.6,360.5,1051002,Sell
137.26,133.77,132.8,139.9,1056740,Sell
367.6,370.44,370.6,367.4,1172368,Sell
385.19,386.29,388.2,383.2,1061112,Sell
227.61,227.01,223.4,233.3,1091867,Buy
216.19,214.25,211.6,221.4,1051773,Buy
401.07,399.2,403.6,396.7,2011604,Sell
322.41,325.31,322.8,325.6,1050700,Sell
277.52,279.05,275.7,282.4,1661497,Sell
119.57,118.98,118.0,120.9,1515564,Buy
282.02,285.16,282.1,286.0,1080379,Buy
259.18,260.48,255.5,266.3,3500400,Buy
281.99,284.59,281.5,286.3,1109742,Buy
133.31,130.15,129.3,135.6,1673877,Sell
274.01,275.55,272.4,278.7,1056990,Buy
129.35,126.8,125.6,131.9,1146983,Buy
397.85,396.64,400.3,394.2,1050727,Sell
234.36,234.84,231.8,239.4,1093245,Buy
117.93,117.3,116.3,119.2,2270647,Buy
110.85,112.02,110.7,111.6,3477588,Buy
410.64,405.35,411.9,404.1,1050708,Buy
230.33,230.03,226.1,236.7,3430422,Buy
158.38,153.5,151.2,163.7,2641550,Sell
149.25,144.72,143.6,152.4,1082054,Sell
117.63,117.06,116.1,118.8,2286169,Buy
334.74,337.76,336.6,336.1,1050700,Sell
232.45,231.2,228.9,237.0,1050722,Buy
394.61,394.45,397.8,391.3,1554286,Buy
173.38,169.36,167.5,178.0,1144153,Buy
339.21,343.17,340.5,342.1,1079334,Sell
236.51,235.06,231.1,243.1,3018519,Buy
131.8,128.86,127.9,134.1,1061988,Sell
364.93,369.07,369.1,364.9,1114440,Buy
184.21,180.0,178.4,188.5,2437935,Buy
127.44,125.45,124.3,129.6,2354929,Buy
376.85,379.62,381.0,375.4,1050731,Buy
323.4,328.58,326.2,326.0,1055683,Buy
326.47,332.41,330.4,328.7,1473600,Buy
295.02,299.41,295.6,299.8,2992304,Buy
130.33,128.13,127.2,132.4,2974281,Buy
116.04,115.81,114.9,116.9,1155756,Buy
108.07,110.41,109.0,108.5,3495825,Buy
110.04,111.52,110.3,110.6,1056745,Buy
232.3,233.35,230.0,237.3,1104379,Buy
326.14,330.38,327.7,329.4,2230480,Buy
113.67,114.06,112.9,114.6,2817368,Buy
139.4,135.7,134.6,142.2,1680658,Sell
236.25,236.68,232.3,243.2,3483929,Buy
122.19,120.68,119.9,123.5,1055157,Buy
396.28,395.62,399.1,392.9,2343889,Buy
140.19,137.43,136.3,142.8,1050701,Buy
303.56,308.04,303.9,308.4,1050727,Buy
111.74,112.71,111.5,112.5,2855063,Buy
192.33,189.44,187.1,197.4,2717762,Buy
110.02,111.55,110.3,110.6,3500400,Buy
270.37,272.33,269.0,275.3,1077460,Buy
292.47,293.83,290.3,297.6,1051295,Sell
283.51,286.24,281.4,289.8,2093969,Buy
373.01,375.55,376.2,372.1,1050700,Sell
131.73,128.87,127.7,134.4,1497944,Buy
109.6,111.31,110.0,110.2,3500400,Buy
113.81,114.01,112.9,114.8,1597312,Sell
109.83,111.42,110.1,110.4,3309357,Buy
389.66,390.26,392.9,386.9,1051528,Sell
366.37,370.26,371.1,365.4,1055390,Buy
389.38,389.7,392.4,386.8,1052326,Sell
312.08,314.92,313.1,314.8,1051410,Sell
311.24,314.54,312.8,313.7,1050700,Sell
134.68,131.58,130.9,136.7,1254328,Buy
330.72,333.8,331.8,333.2,1051120,Sell
139.01,135.3,135.0,140.8,1050707,Sell
312.59,316.7,314.3,315.7,2067124,Buy
148.16,145.03,144.7,150.0,1067427,Buy
181.48,178.68,176.9,185.9,3174280,Buy
123.16,121.52,120.4,125.1,2604098,Buy
396.76,395.87,399.3,393.4,1118624,Sell
195.2,191.79,188.4,201.6,2670641,Buy
113.9,114.35,113.2,114.8,2727840,Buy
114.76,114.84,113.9,115.6,1081580,Buy
126.1,124.38,123.5,127.8,3032682,Buy
115.63,115.6,114.5,116.7,3303090,Buy
403.61,401.15,406.3,398.5,1059706,Buy
410.4,405.25,411.7,403.9,1054822,Buy
109.25,111.06,109.8,109.7,3101210,Buy
110.49,111.85,110.6,111.2,3439185,Buy
179.09,176.86,175.4,183.0,3500400,Buy
407.98,403.97,409.9,402.1,1050700,Buy
274.14,276.7,272.2,280.0,2199287,Buy
345.31,350.13,347.9,347.8,2279751,Buy
146.01,142.58,141.3,149.1,1128759,Buy
114.95,114.97,113.9,116.0,2746770,Buy
148.05,144.26,143.8,150.3,2563675,Buy
410.69,405.36,411.9,404.1,1050725,Buy
318.35,322.43,318.0,323.6,3155514,Buy
108.08,110.41,109.0,108.5,2195316,Buy
381.17,382.83,384.6,379.3,1070518,Sell
206.87,205.35,203.0,211.6,1131752,Buy
176.62,173.4,171.7,180.7,1501208,Buy
400.06,398.46,403.1,395.5,1051619,Buy
117.17,116.84,115.7,118.5,1700138,Buy
339.65,344.87,343.5,341.0,1052758,Buy
121.46,120.57,119.6,122.8,2839144,Buy
400.39,398.28,402.4,396.3,1062278,Sell
149.0,145.18,143.7,152.5,1051349,Buy
116.39,116.06,115.1,117.4,1065744,Buy
108.41,110.56,109.2,108.9,3326638,Buy
256.64,258.31,256.2,260.0,1135069,Buy
407.4,403.52,409.3,401.7,1192317,Sell
250.76,251.86,247.5,257.1,3082439,Buy
181.13,176.83,174.7,185.8,1050741,Sell
233.55,232.02,228.4,239.8,2086913,Buy
265.31,267.25,263.7,270.5,1051614,Buy
122.71,121.01,119.9,124.6,1051340,Sell
293.87,297.37,295.2,296.9,1052007,Buy
249.85,249.99,247.8,254.0,1050927,Buy
392.84,392.28,395.0,390.1,1067677,Sell
410.2,405.15,411.6,403.8,1050837,Sell
152.19,149.1,148.0,155.1,1796934,Buy
116.7,116.82,115.8,117.7,3500400,Buy
172.88,170.56,169.3,176.1,1051720,Buy
235.02,237.84,234.6,239.8,2501059,Buy
410.01,405.04,411.4,403.6,1053020,Sell
369.55,373.63,374.2,368.9,1079577,Buy
108.06,110.4,109.0,108.5,3272866,Buy
199.79,196.51,193.2,206.1,1382592,Buy
338.55,343.75,342.1,340.3,1711209,Buy
131.34,129.07,128.2,133.3,1947237,Buy
146.48,142.46,141.8,149.0,1054584,Buy
295.44,300.34,297.5,299.1,1612987,Buy
282.27,284.45,279.4,289.1,1647455,Sell
249.14,247.11,242.8,256.0,2491081,Sell
320.12,324.69,321.8,323.4,1050823,Buy
121.52,120.39,119.5,123.0,2770459,Buy
137.25,134.22,133.3,139.6,1052255,Buy
108.57,110.65,109.3,109.0,1755571,Buy
325.26,328.86,326.4,328.4,1249749,Sell
304.9,307.63,303.9,309.6,1228058,Sell
150.98,146.83,145.8,154.1,1425019,Buy
161.4,157.68,156.6,164.7,2217602,Buy
295.59,298.49,295.5,299.7,1720117,Buy
394.8,394.51,398.0,391.3,1051442,Buy
125.34,123.38,122.6,126.8,1475577,Buy
154.77,150.25,148.9,158.5,1658926,Sell
262.19,262.69,259.4,267.6,1175408,Sell
353.88,357.31,355.9,355.4,1050704,Sell
111.74,112.62,111.4,112.5,2068905,Buy
211.09,210.36,207.4,216.6,3500400,Buy
278.05,280.64,278.1,281.8,1202004,Buy
390.76,391.45,394.3,387.9,1059340,Buy
275.05,277.19,273.1,280.6,3298310,Buy
198.69,195.6,194.2,202.4,1050700,Buy
169.05,165.34,164.0,172.7,1146184,Buy
406.08,402.75,408.2,400.7,2068793,Buy
269.81,272.45,269.7,274.0,1064783,Buy
110.38,111.68,110.4,111.1,3500400,Sell
108.13,110.43,109.1,108.5,1087462,Buy
272.46,274.68,273.1,275.5,1050701,Buy
395.97,395.73,399.5,392.2,1050715,Buy
313.61,318.0,315.2,316.9,1050906,Buy
188.61,185.17,183.6,192.8,1051798,Buy
388.39,389.63,392.6,385.3,1050721,Buy
325.14,329.88,326.1,329.4,2499020,Buy
156.65,152.79,151.4,160.2,1629922,Buy
172.04,168.07,165.7,177.2,3500400,Buy
117.14,116.62,115.4,118.7,3262407,Buy
108.11,110.42,109.0,108.5,3479200,Buy
408.01,403.9,409.8,402.1,1050700,Sell
342.49,348.9,347.2,344.1,2420060,Buy
346.52,350.74,348.7,348.7,1063735,Buy
342.52,346.93,345.7,343.8,1062156,Buy
288.85,291.94,288.5,293.6,1067545,Buy
148.38,143.81,142.2,152.5,2823482,Sell
143.25,140.74,140.2,145.1,1058307,Buy
203.63,201.17,198.3,209.3,2430231,Buy
355.22,359.27,358.0,356.6,3457144,Buy
300.14,302.36,298.7,305.2,1217472,Sell
223.33,222.1,218.3,229.7,3455042,Buy
274.05,274.71,271.1,279.3,1050703,Sell
410.75,405.39,412.0,404.2,1053778,Sell
304.54,307.72,305.1,308.4,1287059,Buy
325.26,329.51,326.2,329.1,3262193,Buy
333.24,338.01,336.1,335.4,1126544,Buy
162.13,158.1,157.2,165.4,1163169,Buy
395.49,394.78,398.3,391.9,1050704,Sell
148.62,144.17,143.5,151.3,1050947,Sell
236.49,236.76,234.3,240.8,1612174,Buy
112.43,113.18,112.0,113.2,1155638,Buy
131.45,128.68,127.8,133.6,1052000,Buy
300.24,301.7,296.7,306.6,1306425,Sell
410.8,405.4,412.0,404.2,1050701,Buy
365.45,370.66,371.2,364.7,1295239,Buy
405.19,402.19,407.6,399.8,1050700,Buy
288.36,291.35,287.8,293.1,1111929,Buy
410.8,405.4,412.0,404.2,1050700,Sell
321.42,325.94,324.3,323.5,1051211,Buy
363.36,367.29,367.3,363.3,1077196,Buy
404.95,402.0,407.3,399.6,1050787,Buy
126.19,124.59,123.6,128.0,3500400,Buy
197.68,194.06,193.0,201.1,1050702,Buy
375.62,377.52,378.3,374.8,1050700,Sell
128.33,125.86,124.9,130.4,1272705,Buy
236.71,236.83,234.2,241.5,1069739,Buy
116.62,116.37,115.2,117.9,3500400,Buy
344.23,348.41,346.9,345.8,1110599,Buy
241.96,241.69,238.7,247.2,1918930,Buy
403.52,400.94,406.0,398.5,1050700,Sell
184.92,180.34,178.7,189.4,1074896,Sell
194.08,193.33,192.1,197.2,1051254,Buy
208.11,204.93,201.4,214.8,1732929,Sell
109.94,111.45,110.2,110.6,3400291,Buy
184.9,180.61,178.6,189.9,1936686,Buy
304.05,307.53,302.9,309.9,1448988,Buy
110.49,111.78,110.5,111.2,3331510,Buy
114.82,114.84,113.6,116.0,1662138,Buy
404.26,401.49,406.6,399.2,1051047,Sell
406.53,402.97,408.5,401.1,1076504,Sell
272.61,273.02,267.3,280.4,1695955,Sell
387.97,388.87,391.4,385.4,1054222,Buy
182.2,178.69,177.1,186.2,1158165,Buy
218.43,214.39,211.1,224.7,2983385,Sell
397.22,396.52,400.4,393.4,1052654,Buy
289.31,292.65,289.2,294.0,1773669,Buy
322.48,325.74,322.5,326.4,1050739,Sell
352.6,357.92,355.8,354.8,3077515,Buy
119.23,118.44,117.3,120.7,1097250,Buy
137.68,134.83,133.9,140.1,3022420,Buy
108.38,110.55,109.2,108.8,2126491,Buy
387.08,388.38,390.6,384.7,1232427,Buy
130.23,128.19,127.3,132.2,3037701,Buy
324.44,330.32,327.8,327.0,1054492,Buy
399.78,398.46,402.9,395.4,1050709,Buy
257.34,257.78,254.0,263.0,1051036,Sell
111.6,112.59,111.4,112.4,3441454,Buy
391.24,392.04,394.9,388.3,1051339,Buy
191.64,189.55,186.9,196.7,1391824,Buy
130.23,127.92,126.5,133.1,3490014,Buy
219.88,218.71,216.1,224.6,1738031,Buy
393.9,393.53,396.7,390.8,1059080,Sell
118.69,118.22,117.1,120.1,3500400,Buy
347.85,350.65,350.1,348.7,1050731,Sell
256.89,258.32,255.1,261.8,3500400,Buy
298.18,303.27,298.8,303.3,2878635,Buy
260.56,264.06,261.7,263.8,1052355,Buy
242.77,242.71,238.4,249.5,2948941,Buy
340.4,344.44,342.0,343.1,1050910,Sell
302.12,304.02,299.8,307.7,1100527,Sell
267.8,271.14,267.8,272.5,2474793,Buy
115.17,115.32,114.4,115.9,1060940,Buy
120.14,119.38,118.3,121.6,2649359,Buy
231.85,230.64,226.7,238.2,2169971,Buy
370.77,372.9,374.0,369.5,1050702,Sell
113.47,113.92,112.8,114.4,3458407,Buy
189.47,186.74,184.9,193.6,1108865,Buy
114.07,114.3,113.1,115.1,1231456,Buy
108.06,110.41,109.0,108.5,3500400,Buy
125.09,123.03,121.8,127.4,2204977,Sell
128.03,125.89,124.7,130.3,3500400,Buy
409.5,404.8,411.0,403.3,1052795,Sell
172.9,168.46,167.4,176.2,1061329,Buy
369.07,371.83,372.0,368.8,1127481,Sell
402.05,400.08,404.9,397.3,1800592,Buy
111.86,112.86,111.7,112.6,3500400,Buy
110.84,112.08,110.8,111.5,2137570,Buy
281.19,283.42,279.3,286.5,1050700,Sell
368.59,372.34,372.8,368.0,1050761,Buy
291.02,293.57,289.4,296.5,3022451,Buy
378.07,380.01,380.6,377.5,1051354,Sell
108.07,110.41,109.0,108.5,3500400,Buy
409.9,405.0,411.4,403.6,1078256,Sell
333.81,337.02,335.1,336.3,1050713,Sell
406.75,403.09,408.6,401.3,1050950,Sell
383.44,383.99,385.7,381.8,1050913,Sell
127.5,125.57,124.7,129.4,1412649,Buy
172.1,168.11,167.8,174.7,1053810,Buy
123.95,122.03,121.4,125.2,1050703,Buy
292.63,296.0,292.0,297.4,1050700,Sell
393.34,393.61,397.0,390.0,1063593,Buy
151.78,147.93,146.1,156.2,2145660,Buy
337.83,342.01,339.1,341.2,1618437,Sell
259.69,262.83,260.2,263.7,1078084,Buy
245.57,246.15,243.0,250.5,1059920,Buy
108.11,110.42,109.0,108.5,3413864,Buy
110.58,111.86,110.6,111.3,3020352,Buy
145.88,142.93,142.1,148.4,2663818,Buy
303.77,308.53,305.9,307.0,1176056,Buy
258.21,260.75,258.3,261.8,1190390,Buy
177.13,173.64,172.1,181.3,3119084,Buy
407.32,403.51,409.3,401.6,1050700,Sell
265.12,267.64,263.7,270.5,1242273,Buy
142.83,139.18,137.5,146.7,2414746,Buy
109.23,111.01,109.7,109.7,1205714,Buy
108.09,110.41,109.0,108.5,2894130,Buy
215.01,214.69,213.6,217.6,1050700,Buy
167.96,162.54,160.1,173.6,2094544,Sell
399.15,397.69,402.0,394.8,1050700,Sell
164.32,161.35,160.3,167.4,1335485,Buy
143.62,140.66,139.4,146.6,1583607,Buy
290.73,294.06,291.5,294.4,1050700,Buy
130.12,127.98,127.0,132.2,1216211,Buy
108.57,110.65,109.3,109.0,3227025,Buy
170.5,166.31,164.8,174.5,1219289,Buy
139.19,135.89,135.2,141.3,1064318,Buy
173.2,171.0,169.7,176.6,1818604,Buy
108.18,110.45,109.1,108.6,1322444,Buy
364.27,367.51,366.9,364.9,1265754,Sell
389.83,390.84,394.0,386.5,1055706,Buy
118.88,118.22,117.4,119.8,1056060,Buy
373.45,376.89,378.3,371.8,1050700,Buy
155.33,152.0,150.3,159.3,3482892,Buy
123.57,122.13,121.1,125.3,2682816,Buy
126.9,124.49,123.6,128.8,3300957,Buy
128.96,126.57,125.4,131.3,1135541,Buy
131.75,129.99,129.1,133.8,2335647,Buy
201.94,199.33,195.9,208.2,2887863,Buy
245.69,246.69,245.9,248.0,1050811,Buy
247.85,248.18,243.9,254.5,1596402,Buy
317.31,321.18,318.1,321.1,1087973,Buy
108.14,110.43,109.1,108.5,3500400,Buy
110.38,111.77,110.5,111.0,3395304,Buy
163.18,159.68,158.6,166.7,1783779,Buy
168.74,166.53,164.7,172.6,1065135,Buy
204.56,200.96,197.4,211.1,2399822,Sell
400.88,399.11,403.7,396.3,1050700,Sell
237.12,234.77,229.3,245.6,1727755,Sell
385.17,387.02,389.5,382.6,1076614,Buy
260.53,261.96,259.1,265.2,1111206,Buy
285.76,290.29,287.5,289.4,1124951,Buy
404.8,401.91,407.1,399.6,1050700,Buy
110.82,112.06,110.8,111.5,2340620,Buy
127.97,126.17,125.3,129.7,2533926,Buy
134.71,131.94,130.7,137.5,2868503,Buy
140.6,138.15,138.1,141.9,1056917,Buy
344.33,347.86,345.6,347.1,1051135,Sell
397.64,396.71,400.7,393.7,1232924,Buy
116.79,116.63,115.7,117.7,2368384,Buy
162.75,158.4,157.1,166.6,1068578,Buy
155.42,151.72,151.0,158.0,1050890,Buy
244.13,244.77,240.3,250.9,3487934,Buy
403.84,401.21,406.1,399.0,1052909,Sell
410.47,405.27,411.8,404.0,1056188,Sell
372.91,375.5,376.5,371.9,2617894,Buy
128.3,126.45,125.6,130.1,1100040,Buy
378.16,380.82,381.9,377.0,1169338,Buy
256.84,258.12,253.1,264.2,3500400,Buy
287.56,289.54,284.6,294.0,2983730,Sell
156.8,153.33,152.8,159.4,2637062,Buy
143.06,140.13,139.1,145.9,1232575,Buy
407.53,403.63,409.4,401.8,1050700,Sell
346.76,350.75,350.1,347.4,1051953,Buy
112.04,112.81,111.6,112.9,2962435,Buy
108.15,110.44,109.1,108.6,3500400,Buy
403.55,400.93,405.8,398.7,1089347,Sell
108.41,110.56,109.2,108.9,2082902,Buy
343.39,347.04,345.4,345.3,1051366,Sell
410.71,405.37,411.9,404.1,1131960,Buy
197.16,194.62,193.1,201.1,1213920,Buy
403.63,401.12,406.2,398.6,1050700,Buy
345.15,348.22,346.6,347.0,1050702,Sell
125.59,123.83,123.2,126.8,1051158,Buy
213.84,212.38,209.5,219.2,2364972,Buy
196.82,192.16,190.2,201.6,1231057,Sell
227.87,226.14,223.5,232.8,1069193,Buy
161.24,157.87,156.1,165.4,3308915,Buy
280.32,282.59,281.0,283.1,1051140,Buy
345.06,350.12,348.5,346.9,2645248,Buy
142.79,139.35,138.2,145.8,2909555,Buy
199.35,197.59,196.5,202.7,1054236,Buy
192.32,189.14,186.5,197.6,1170339,Buy
308.35,312.77,310.4,311.3,1054907,Buy
210.73,207.72,203.9,217.6,1202806,Sell
112.51,113.16,112.0,113.4,1479573,Buy
316.08,321.72,321.7,315.8,1050700,Buy
198.89,195.28,193.1,203.7,1051273,Sell
135.3,132.05,131.0,137.9,1446451,Buy
124.12,122.02,121.2,125.8,1235350,Sell
321.25,326.1,323.6,324.0,1050802,Buy
108.1,110.42,109.0,108.5,3500400,Buy
405.91,402.52,407.8,400.6,1493711,Sell
146.13,143.0,142.3,148.5,1454544,Buy
394.83,394.61,398.2,391.1,1050700,Buy
134.56,130.64,129.4,137.5,1051154,Sell
172.04,168.59,167.1,176.1,3446620,Buy
229.13,227.17,223.1,235.8,1072297,Sell
220.46,217.74,214.3,226.7,2143540,Sell
364.02,367.41,366.8,364.6,3116754,Buy
125.57,123.63,122.5,127.6,1828644,Buy
405.61,402.44,407.9,400.2,1050743,Buy
125.9,124.21,123.4,127.4,1997781,Buy
130.93,128.41,127.3,133.3,2069526,Buy
385.25,386.33,388.7,382.7,1050701,Sell
345.48,349.22,348.0,346.8,1052279,Sell
165.56,160.36,158.7,170.0,1108277,Sell
364.76,367.94,367.5,365.2,1087247,Sell
153.76,149.97,148.3,157.7,3396613,Buy
137.67,134.57,133.6,140.2,2113601,Buy
220.32,221.44,220.9,222.5,1050892,Buy
287.52,290.35,285.8,293.6,3431900,Buy
127.15,125.01,124.1,128.9,1324040,Buy
273.55,276.99,273.3,278.2,1051021,Buy
160.37,155.75,154.4,164.1,1065315,Sell
111.06,112.31,111.1,111.7,3500400,Buy
136.23,133.41,132.2,139.0,3500400,Buy
317.36,322.08,319.4,320.6,1618755,Buy
289.13,292.11,289.3,292.9,1051040,Buy
121.34,120.17,119.1,122.9,1065186,Buy
394.59,394.23,397.5,391.4,1052389,Sell
384.21,385.91,387.6,382.5,1868354,Buy
295.19,295.73,292.6,300.1,1089880,Sell
108.34,110.53,109.2,108.8,1770173,Buy
276.32,279.53,275.2,282.2,3500400,Buy
126.57,124.46,123.7,128.1,1050897,Buy
189.41,186.41,184.1,194.3,1137809,Buy
118.18,117.56,116.6,119.4,1052495,Buy
272.14,275.58,272.8,276.4,3009597,Buy
185.88,182.04,179.8,190.7,1055799,Buy
278.77,282.69,277.1,286.1,3500400,Buy
127.67,125.25,124.3,129.7,1053676,Sell
363.07,365.97,364.9,364.1,1577316,Sell
274.45,277.88,275.3,278.2,2061407,Buy
216.97,215.04,212.9,221.4,1059252,Buy
407.5,403.6,409.3,401.8,1050726,Sell
112.65,113.2,112.0,113.5,1532309,Sell
370.62,373.29,374.2,369.6,1050967,Sell
358.37,362.7,362.4,358.8,2167866,Buy
192.51,188.56,186.3,197.5,1214061,Sell
258.36,260.74,257.8,263.0,2217570,Buy
239.84,240.21,236.3,246.1,3350216,Buy
155.86,153.31,151.6,159.5,3500400,Buy
208.61,205.15,201.3,215.4,1993204,Sell
257.74,259.2,256.2,262.5,1106693,Buy
135.87,132.0,131.0,138.7,1050724,Sell
402.96,400.67,405.5,398.2,1055878,Buy
131.1,129.17,128.1,133.3,3470800,Buy
214.88,212.34,208.9,221.1,1108596,Sell
356.6,360.64,358.7,358.8,2652975,Buy
129.94,127.45,126.0,132.9,3080952,Buy
160.52,156.63,155.1,164.4,2120695,Buy
264.27,266.0,263.1,269.0,3500400,Buy
343.02,347.48,346.2,344.6,1174073,Buy
251.35,251.95,249.7,255.3,1073526,Buy
255.22,254.39,250.3,261.6,1317584,Sell
259.63,260.95,255.1,267.6,2088929,Buy
164.24,161.71,161.0,166.9,3355458,Buy
110.06,111.52,110.2,110.7,3500400,Buy
390.63,390.38,392.6,388.4,1050746,Sell
394.98,394.94,398.3,391.6,1050793,Buy
125.69,123.58,122.7,127.4,1266263,Buy
113.37,113.77,112.6,114.4,3488905,Buy
292.49,295.24,291.5,297.3,1398030,Buy
222.26,221.79,217.3,229.3,3500400,Buy
373.4,376.06,377.2,372.2,1051866,Buy
356.53,360.4,359.4,357.6,1050700,Sell
120.5,119.56,118.4,122.1,2105413,Buy
159.51,155.71,154.3,163.4,2391923,Buy
127.3,125.37,124.5,129.0,2449103,Buy
324.16,329.74,326.7,327.7,3500400,Buy
150.31,146.51,144.9,154.1,1358399,Buy
241.7,243.22,241.3,245.2,1054155,Buy
109.81,111.4,110.1,110.4,1969446,Buy
405.49,402.5,407.9,400.1,1050966,Buy
134.1,131.43,130.2,136.8,1698946,Buy
298.41,302.67,298.5,303.7,2342989,Buy
396.51,395.72,399.5,392.7,1050701,Sell
156.98,152.73,151.5,160.6,2130680,Buy
257.5,258.3,255.9,261.4,1050700,Buy
116.69,116.69,115.6,117.8,3500400,Buy
112.3,113.02,111.9,113.1,1064207,Buy
155.35,151.03,149.8,159.0,1060592,Buy
202.76,198.54,194.8,209.8,1896285,Sell
328.42,332.65,328.5,333.2,1064747,Sell
113.54,114.03,113.0,114.3,1070743,Buy
230.48,229.24,226.1,236.0,1052357,Buy
202.58,199.49,195.9,209.3,2772410,Buy
162.55,158.66,157.8,165.6,1051877,Buy
108.65,110.69,109.3,109.1,3313148,Buy
339.25,345.11,342.1,342.5,2752015,Buy
217.3,215.09,212.2,223.0,1339262,Buy
116.01,115.79,114.8,117.1,3399317,Buy
137.6,134.04,133.2,140.1,1194456,Buy
233.84,232.9,229.8,239.5,1153501,Buy
124.81,122.94,122.3,126.2,1053295,Buy
134.74,131.5,130.3,137.6,3301140,Buy
144.21,141.45,141.1,145.9,1065511,Buy
225.58,222.9,219.4,232.0,1854192,Sell
351.86,356.7,356.4,351.9,1052700,Buy
407.22,403.43,409.1,401.6,1066423,Sell
160.3,156.52,155.2,163.9,2176992,Buy
294.75,298.36,294.6,299.6,1465222,Buy
397.13,396.1,400.0,393.3,1050704,Sell
194.61,192.05,189.7,199.4,3193927,Buy
150.46,145.9,144.6,154.0,1912169,Sell
165.26,162.47,160.6,169.4,3492731,Buy
117.12,116.73,115.8,118.2,3101493,Buy
131.71,129.36,128.5,133.9,3486621,Buy
305.3,307.97,305.6,308.4,1061687,Sell
242.12,242.12,238.5,247.9,1390492,Buy
119.59,118.55,117.4,121.3,2022942,Buy
317.03,322.57,319.5,320.6,1423174,Buy
131.3,129.01,128.1,133.4,3245236,Buy
316.21,322.3,320.9,317.8,2589791,Buy
210.53,209.38,206.0,216.3,3097945,Buy
343.4,350.13,348.8,344.6,1110323,Buy
298.24,300.13,295.4,304.4,3357623,Sell
375.92,377.92,378.2,375.6,1065414,Sell
208.96,206.93,204.0,214.6,1716724,Buy
193.59,192.11,190.0,198.0,1856887,Buy
404.82,401.94,407.0,399.8,1314610,Buy
245.67,245.28,241.8,251.1,1352171,Buy
348.39,353.62,353.1,348.9,1239311,Buy
406.56,402.99,408.6,401.0,1050712,Sell
404.03,401.16,406.1,399.1,1050700,Sell
108.71,110.73,109.4,109.2,1063922,Buy
320.71,324.04,320.8,324.7,1053172,Sell
192.94,192.21,190.3,196.8,2804903,Buy
353.4,356.62,355.3,355.0,1208147,Sell
120.55,119.36,118.2,122.4,2992960,Buy
136.43,133.64,132.0,139.9,3500400,Buy
250.78,250.43,245.8,257.6,1257746,Sell
255.27,254.82,251.1,261.2,1064042,Sell
322.14,328.02,325.1,325.4,2222088,Buy
234.59,231.63,228.4,240.6,1089892,Sell
128.64,126.29,125.4,130.8,3205483,Buy
216.7,214.33,212.3,221.0,1050734,Buy
143.14,140.19,139.8,144.9,1050825,Buy
325.12,328.83,324.9,329.5,2674540,Sell
171.15,167.25,165.2,175.9,3462007,Buy
122.28,121.13,119.8,124.5,3500400,Buy
408.26,404.11,410.0,402.4,1623720,Buy
401.34,399.51,404.2,396.7,1141737,Buy
380.63,381.96,383.7,378.9,1050725,Sell
403.15,400.94,405.8,398.3,1095863,Buy
405.43,402.23,407.3,400.4,2496257,Sell
162.19,159.02,158.3,164.9,1052019,Buy
205.88,203.53,201.6,210.2,1050813,Buy
163.28,158.6,157.8,166.5,1055834,Sell
215.14,212.43,208.7,221.9,1245030,Sell
173.61,168.79,168.0,176.9,1059892,Sell
405.1,402.06,407.4,399.8,1050701,Sell
175.56,172.26,170.1,180.3,2186490,Buy
179.97,175.53,175.0,183.0,1051558,Buy
272.87,275.05,271.1,278.3,2677424,Buy
116.38,116.45,115.3,117.6,3500400,Buy
154.41,150.06,148.7,158.2,1480541,Buy
403.96,401.39,406.5,398.9,1055472,Buy
215.2,212.03,208.5,221.9,2589339,Sell
110.4,111.77,110.6,111.0,2423858,Buy
108.68,110.7,109.4,109.2,3069539,Buy
175.57,172.4,171.3,178.8,1053890,Buy
296.34,300.44,297.1,300.7,3103480,Buy
122.01,120.81,119.7,123.8,3278298,Buy
317.61,320.42,319.5,319.2,1050730,Sell
351.57,355.79,355.3,352.2,1055716,Buy
248.21,248.73,246.5,252.2,1484860,Buy
131.48,128.85,127.6,134.1,2437855,Buy
235.54,236.3,235.1,238.3,1070554,Buy
117.53,117.12,115.9,119.1,3269766,Buy
375.26,377.71,377.8,375.1,1078072,Sell
170.36,165.75,164.8,173.7,1050701,Sell
108.31,110.52,109.2,108.7,3357444,Buy
